ID	Date	News Portal	Headline	Claim	Sentiment
BN/ESMY/250101/015	01-01-2025	Ei Samay	মহাকুম্ভ স্পেশাল ট্রেন সেজে উঠছে শিয়ালদহে, যাত্রীদের জন্য থাকছে বিশেষ সুবিধাও	Checkworthy	NEUTRAL
BN/NS18/240822/042	22-08-2024	News18 Bangla	এই জেলায় লাফিয়ে লাফিয়ে বাড়ছে ডেঙ্গি, পরিস্থিতি নিয়ন্ত্রণে কোমর বেঁধে নামল	Checkworthy	NEGATIVE
BN/BTMN/240822/034	2024-08-22 00:00:00	Bartaman	আচমকা অভিযান হবে, নিরাপত্তা বাড়ল নবান্নের	Checkworthy	NEUTRAL
BN/PRTD/241104/051	04-11-2024	Sangbad Pratidin	হাসপাতালেই শ্রীময়ীকে চুমু কাঞ্চনের, ইনস্টাগ্রামে ছবি শেয়ার, দেখা গেল নবজাতককে?	Checkworthy	NEUTRAL
BN/PRTD/250111/048	11-01-2025	Sangbad Pratidin	নেই স্বীকৃতি, আছে মৃত্যুভয়! ‘জতুগৃহ’ ক্যালিফোর্নিয়ায় আগুন নেভাচ্ছে হাজার জেলবন্দি	Checkworthy	NEGATIVE
BN/BTMN/241201/009	01-12-2024	Bartaman	বাংলার গ্রামীণ অর্থনীতির প্রশস্তি স্বয়ং নির্মলার, আরও ঋণ দেওয়ার প্রতিশ্রুতি, বকেয়া মেটানো নিয়ে নীরবই	Checkworthy	POSITIVE
BN/BTMN/240811/005	11-08-2024	Bartaman	বাড়ির নকশা অনুমোদনের ফি-তে ৫০ শতাংশ ছাড়	Checkworthy	POSITIVE
BN/BTMN/240922/013	22-09-2024	Bartaman	জিমি চু-অ্যালবাম-ডোলায় মজেছেন মহিলারা, পুজোর কেনাকাটায় তুঙ্গে সিল্কের শাড়ি	Checkworthy	POSITIVE
BN/PRTD/241025/056	25-10-2024	Sangbad Pratidin	চায়ের সঙ্গে ‘টা’ হয়ে যাক? মুচমুচে সুস্বাদু স্ন্যাকসের রকমারি রেসিপি রইল	Not-Checkworthy	POSITIVE
BN/PRTD/241125/053	25-11-2024	Sangbad Pratidin	চা তৈরির পর ভুলেও পাতা ফেলবেন না, জেনে নিন এর প্রয়োজনীও ৫ ব্যবহার	Checkworthy	NEUTRAL
BN/PRTD/241124/028	24-11-2024	Sangbad Pratidin	পর পর দুই ব্যবসায়ীর বাড়িতে ডাকাতি, এক ঘণ্টার অপারেশনে লুট নগদ-সহ প্রচুর সোনার গয়না	Checkworthy	NEGATIVE
BN/BTMN/241116/033	16-11-2024	Bartaman	হিজাব বিরোধী মেয়েদের মানসিক চিকিৎসায় ‘ক্লিনিক’ খুলছে ইরান	Checkworthy	NEGATIVE
BN/PRTD/240906/002	06-09-2024	Sangbad Pratidin	ধর্ষণ করেছিল সঞ্জয়ই! CBI ‘রিপোর্ট’ হাতিয়ার করে বিজেপিকে তোপ তৃণমূলের	Checkworthy	NEGATIVE
BN/BTMN/241204/046	04-12-2024	Bartaman	বিশ্ব একাদশের প্রাথমিক তালিকায় মেসি ও রোনাল্ডো	Checkworthy	NEUTRAL
BN/BTMN/241112/053	12-11-2024	Bartaman	"আমেরিকায় বেলাগাম রাজনীতির জয়!
পি চিদম্বরম"	Checkworthy	NEGATIVE
BN/ESMY/241112/020	12-11-2024	Ei Samay	‘তখনও বেঁচে ছিল’, ছেলেকে হারিয়ে কেঁদেই চলেছেন মা	Checkworthy	NEGATIVE
BN/PRTD/240830/063	30-08-2024	Sangbad Pratidin	কোফতা কারিতেই হবে পাত চেটেপুটে সাফ! রইল নিরামিষ-আমিষ দুরকম রেসিপি	Not-Checkworthy	POSITIVE
BN/BTMN/241104/036	04-11-2024	Bartaman	কাল প্রেসিডেন্ট নির্বাচন আমেরিকায় শেষ মুহূর্তে জোর প্রচার দুই প্রার্থীরই, আগাম ভোটদানে রেকর্ড	Checkworthy	NEUTRAL
BN/PRTD/241009/004	09-10-2024	Sangbad Pratidin	দশভূজা যখন ধরিত্রী মা! পরিবেশ বাঁচাতে অভিনব উদ্যোগ হাজরা বালক সংঘের	Checkworthy	POSITIVE
BN/PRTD/241201/102	01-12-2024	Sangbad Pratidin	হাজার হাজার মাইল পেরিয়ে আসে পরিযায়ী পাখিরা! কেমন করে চেনে পথ?	Not-Checkworthy	NEUTRAL
BN/ESMY/241203/004	03-12-2024	Ei Samay	তৈরি হয়নি কমিটি, সমস্যা অধরাই, আইনের পথে বাংলার পরিচালকেরা	Checkworthy	NEGATIVE
BN/ESMY/241126/012	26-11-2024	Ei Samay	উন্মেষ, দুর্বার আর শিঞ্জিনীর অন্য রকম ছবি ‘ভূতমুখী’, দেখতে পাবেন কোথায়?	Not-Checkworthy	NEUTRAL
BN/ESMY/250113/014	13-01-2025	Ei Samay	দিনমজুরের ছেলে সুমনই খো খো বিশ্বকাপে বাংলার মুখ	Checkworthy	POSITIVE
BN/BTMN/240826/008	26-08-2024	Bartaman	বন্দে ভারতেও দুর্নীতি? ৫৪ কোটির অপচয় ধরল ক্যাগ	Checkworthy	NEGATIVE
BN/NS18/240819/070	19-08-2024	News18 Bangla	আরজি কর কাণ্ডে শাস্তির দাবিতে পথে টলিউড, শামিল পরম-রাহুল-ঋত্বিক-শুভশ্রীরা	Checkworthy	NEGATIVE
BN/PRTD/250112/047	12-01-2025	Sangbad Pratidin	পানশালায় টলমল শাহরুখপুত্র! দেখে কী বললেন সমীর ওয়াংখেড়ে?	Not-Checkworthy	NEUTRAL
BN/BTMN/241104/009	04-11-2024	Bartaman	১০ মাসে দেশে ডিজিটাল অ্যারেস্টের ফাঁদে ১ লক্ষ, ২১৪০ কোটির প্রতারণা	Checkworthy	NEGATIVE
BN/PRTD/241204/005	04-12-2024	Sangbad Pratidin	কেন্দ্রের জিম্মায় থাকা বিশ্ব বাংলা স্টেডিয়াম যেন গরুর চারণভূমি! ‘বঞ্চনা’ তোপ অরূপের	Checkworthy	NEGATIVE
BN/PRTD/240925/053	25-09-2024	Sangbad Pratidin	এবার পুজোয় কোহিনুরের সন্ধান দেবেন সম্রাট! ব্যাপারটা কী?	Not-Checkworthy	NEUTRAL
BN/PRTD/241109/057	09-11-2024	Sangbad Pratidin	RG Kar মামলা পেঁচিয়ে দিল! সুপ্রিম কোর্টের ভূমিকায় ‘অসন্তোষ’ প্রকাশ প্রাক্তন বিচারপতির	Checkworthy	NEGATIVE
BN/PRTD/240920/076	20-09-2024	Sangbad Pratidin	কাজের পরিসরে ‘হুমকি’, রাজ্য-রাজনীতিতে এখন প্রবল আলোচিত বিষয় ‘মগনলাল’রা	Checkworthy	NEGATIVE
BN/PRTD/241004/031	04-10-2024	Sangbad Pratidin	জন্মদিনেই রহস্যমৃত্যু ছাত্রের, কেক হাতে বাড়ি ফিরে আঁতকে উঠলেন বাবা!	Checkworthy	NEGATIVE
BN/ESMY/250103/014	03-01-2025	Ei Samay	রাতের খাওয়া সেরে ৩ কাজ করুন, গ্যাস-অম্বল কাছে ঘেঁষবে না	Checkworthy	POSITIVE
BN/BTMN/250112/041	12-01-2025	Bartaman	এসব চলতেই থাকে, ‘মেলোডি’ মিম নিয়ে মন্তব্য মোদির	Not-Checkworthy	NEUTRAL
BN/PRTD/241126/046	26-11-2024	Sangbad Pratidin	বিয়ের প্রতিশ্রুতি দিয়ে সহবাস, ২০ লক্ষ টাকা লুঠ! ‘পুষ্পা’ খ্যাত অভিনেতার নামে দায়ের অভিযোগ	Checkworthy	NEGATIVE
BN/PRTD/241021/027	21-10-2024	Sangbad Pratidin	তৃণমূলের জেলা সভাপতি পদ ছাড়ার ইঙ্গিত অনুব্রতর!	Checkworthy	NEUTRAL
BN/BTMN/240830/036	30-08-2024	Bartaman	আল নাসের কোচের পদে জিদানই পছন্দ রোনাল্ডোর	Checkworthy	NEUTRAL
BN/PRTD/240921/025	21-09-2024	Sangbad Pratidin	পঞ্জিকা মতো ভোর ৩টেয় জল মিলবে শহরে, পুজো বৈঠকে সিদ্ধান্ত কলকাতা পুরসভার	Checkworthy	NEUTRAL
BN/BTMN/240810/003	10-08-2024	Bartaman	৭১’এর পুনরাবৃত্তি নয়, হাট করে দরজা খুলবে না ভারত,  সিদ্ধান্ত কেন্দ্রের	Checkworthy	NEUTRAL
BN/PRTD/241226/056	26-12-2024	Sangbad Pratidin	কালনার স্কুলে ‘সেরা মা’ প্রকল্পে মায়েদের স্বীকৃতি	Checkworthy	POSITIVE
BN/PRTD/241130/024	30-11-2024	Sangbad Pratidin	রবি শর্মা হয়ে কলকাতার হোটেলে চাকরি সফিকের! পুলিশের জালে বাংলাদেশি অনুপ্রবেশকারী	Checkworthy	NEGATIVE
BN/PRTD/241021/047	21-10-2024	Sangbad Pratidin	এবার জুনিয়র ডাক্তারদের ভাইফোঁটা দিতে চান শ্রুতি, সোশাল মিডিয়ায় দিলেন বিশেষ বার্তা	Checkworthy	POSITIVE
BN/PRTD/241108/019	08-11-2024	Sangbad Pratidin	অন্ধকার শেষে আলোর দিশা দেখছেন অস্কার, ডার্বি দিয়েই নতুন সূচনার বার্তা ইস্টবেঙ্গল কোচের	Checkworthy	POSITIVE
BN/PRTD/240827/048	27-08-2024	Sangbad Pratidin	‘আপনি কি হিন্দু?’ মন্দিরে ঢুকতে গিয়ে প্রশ্নের মুখে অভিনেত্রী	Checkworthy	NEGATIVE
BN/PRTD/240812/074	12-08-2024	Sangbad Pratidin	আবাসন দুর্নীতির অভিযোগ, প্রাক্তন ISI প্রধানকে হেফাজতে নিল পাক সেনা	Checkworthy	NEGATIVE
BN/PRTD/241008/025	08-10-2024	Sangbad Pratidin	নাকচ ময়নাতদন্তে গরমিলের অভিযোগ! অভিযুক্ত একা সঞ্জয়, CBI চার্জশিট ঘিরে একাধিক প্রশ্ন	Checkworthy	NEGATIVE
BN/BTMN/241116/022	16-11-2024	Bartaman	জনস্বার্থ মামলা করে প্রাণসংশয়!  ছ’জনের জামিন নাকচ হাইকোর্টে	Checkworthy	NEGATIVE
BN/PRTD/241011/045	11-10-2024	Sangbad Pratidin	ম্যাচ চলাকালীন বাবরকে বিদ্রুপ শাহিনের! ভাইরাল ভিডিওয় ফের প্রকাশ্যে পাকিস্তান দলের গণ্ডগোল	Checkworthy	NEGATIVE
BN/NS18/240815/037	15-08-2024	News18 Bangla	পুলিশকে মারছে পুলিশই! বিহারে ভয়ঙ্কর কাণ্ড! ঘটনা শুনলে অবাক হয়ে যাবেন	Checkworthy	NEGATIVE
BN/PRTD/241122/046	22-11-2024	Sangbad Pratidin	আচমকা ‘মিত্তির বাড়ি’তে প্রসেনজিৎ, ব্যাপার কী?	Not-Checkworthy	NEUTRAL
BN/BTMN/250111/018	11-01-2025	Bartaman	বাংলাদেশের মন্দির থেকে চুরি অষ্টধাতুর কালীমূর্তি, স্বর্ণমুকুট	Checkworthy	NEGATIVE
BN/BTMN/250101/024	01-01-2025	Bartaman	ঘরেই প্রবল চাপ, সংবিধান বদল কর্মসূচি স্থগিত রাখলেন বাংলাদেশের ছাত্র নেতারা	Checkworthy	NEGATIVE
BN/BTMN/240827/012	27-08-2024	Bartaman	বন্ধ থাকবে মঙ্গলাহাট , ৮০ কোটি টাকার ক্ষতি, মাথায় হাত ব্যবসায়ীদের	Checkworthy	NEGATIVE
BN/PRTD/241205/059	05-12-2024	Sangbad Pratidin	তীর্থে সহায়ক রেল, কুম্ভমেলা উপলক্ষে বিশেষ টেন্টসিটি-সহ আকর্ষণীয় প্যাকেজ IRCTC-র	Checkworthy	POSITIVE
